DrubBank ID A,Name A,DrugBankID B,Name B,Is Directed Interaction (Drug A interacts with Drug B),drugA  drugB effect,drugB drugA effect,Description,resulting condition,PMID,DOI,Reference
DB01323,St. John's Wort,DB00977,Ethinyl Estradiol,N,DDI_00019,DDI_00023,See Table,DDI_00050,10636361
DB01323,St. John's Wort,DB00682,Warfarin,Y,DDI_00051,DDI_00055,See Table,DDI_00054,10636361
DB01323,St. John's Wort,DB00946,Phenprocoumon,Y,DDI_00051,DDI_00055,"Two recent preclinical studies confirm that hy pericum
extracts are hepatic enzyme inducers in human beings. In one cross-over tri al, ten healthy vo lunteers took 900 mg of a standardised extract of St Jo hn’s wo rt or placebo for 11 days each. On day 11, a single dose (12 mg) of phenprocoumon was also gi ven.12 for
Area under the curve free phenprocoumon in plasma was significantly
lower when patients were on extracts of St Jo hn’s wo rt than when they were on placebo.",DDI_00054,10636361
DB01323,St. John's Wort,DB00091,Cyclosporine,Y,DDI_00051,DDI_00055,"A number of heart, renal, or
liver transplant patients stabilized on cyclosporine showed
decreased blood levels (associated, in some cases, with acute
rejection episodes) after taking SJW at therapeutic dosage.

",DDI_00057,19859815
DB01323,St. John's Wort,DB00864,Tacrolimus,Y,DDI_00051,DDI_00055,"A 65-year-old renal transplant patient
showed its plasma tacrolimus levels to be sharply decreased
after 1 month self-treatment with SJW extract. Tacrolimus
levels returned to the previous range of concentrations after
stopping SJW assumption
",DDI_00057,19859815
DB01323,St. John's Wort,DB00635,Prednisone,Y,DDI_00014,DDI_00014,"Prednisone is a well-known glucocorticoid that has been
relied upon in the treatment of immune-exacerbated con-
ditions. A case of mania due to coadministration of SJW and
prednisone has been reported

",DDI_00058,16001542
DB01323,St. John's Wort,DB00717,Norethindrone,Y,DDI_00051,DDI_00055,"Clinical studies have shown that SJW
increases the clearance of oral pill components such as
ethinylestradiol, norethindrone, and ketodesogestrel, and this
effect is associated to breakthrough bleeding

",DDI_00050,19859815
DB01323,St. John's Wort,DB00304,Desogestrel,Y,DDI_00051,DDI_00055,"Clinical studies have shown that SJW
increases the clearance of oral pill components such as
ethinylestradiol, norethindrone, and ketodesogestrel, and this
effect is associated to breakthrough bleeding

",DDI_00050,19859815
DB01323,St. John's Wort,DB00682,Warfarin,Y,DDI_00051,DDI_00055,"A clinical trial preformed in 12 healthy male subjects
showed that SJW significantly induced the apparent clearance
of both S-warfarin and R-warfarin, which, in turn, resulted in
a significant reduction in the pharmacological effect of
racemic warfarin

",DDI_00054,15089812
DB01323,St. John's Wort,DB00946,Phenprocoumon,Y,DDI_00051,DDI_00055,"A trial found that
SJW decreased plasma levels of phenprocoumon (a coumarin
anticoagulant chemically related to warfarin)

",DDI_00057,,,"Donath F, Roots I, Langheinrich M, et al. Interaction of St John’s
wort extract with phenprocoumon. Eur J Clin Pharmacol.
1999;55:A22.

"
DB01323,St. John's Wort,DB00641,Simvastatin,Y,DDI_00051,DDI_00055,"The statins simvastatin and atorvastatin are metabolized
by CYP34 and are also substrates for P-glycoprotein. Thus,
there are clear possibilities for drug interaction with SJW.
Accordingly, clinical studies have shown that SJW decreased
plasma levels of simvastatin

",DDI_00057,17701167
DB01323,St. John's Wort,DB01115,Nifedipine,Y,DDI_00051,DDI_00055,"Nifedipine and verapamil, well-known calcium channel
blockers used in the treatment of hypertension, are both
metabolized by CYP3A. Clinical studies have shown that
SJW decreased the AUC of both nifedipine (80) and
verapamil (81) in healthy volunteers.

",DDI_00057,19859815
DB01323,St. John's Wort,DB00661,Verapamil,Y,DDI_00051,DDI_00055,"Nifedipine and verapamil, well-known calcium channel
blockers used in the treatment of hypertension, are both
metabolized by CYP3A. Clinical studies have shown that
SJW decreased the AUC of both nifedipine (80) and
verapamil (81) in healthy volunteers.

",DDI_00057,19859815
DB01323,St. John's Wort,DB00390,Digoxin,Y,DDI_00051,DDI_00055,"Drug interaction studies with digoxin are important
because of its narrow therapeutic index. Digoxin is a
substrate of P-glycoprotein. Two trials have shown a
decreased in plasma concentration of digoxin following SJW
administration . The effect occurred after at least
10-day coadministration , although the possibility that
such interaction occurs after a treatment of less than 10 days
cannot be ruled out (no time course of the digoxin plasma
concentration was provided in the original papers).
",DDI_00057,19859815
DB01323,St. John's Wort,DB00224,Indinavir,Y,DDI_00051,DDI_00055,"Clinical trials
have shown that SJW may interact with antiretroviral drugs
leading to drug failure. An open-label study showed a
large (AUC0–8 decreased by 57%) reduction in the plasma
concentration of indinavir (CYP3A4 and P-glycoprotein
substrate) in six healthy volunteers taking SJW 

",DDI_00057,19859815
DB01323,St. John's Wort,DB00238,Nevirapine,Y,DDI_00051,DDI_00055,"de Maat and colleagues reported
increased oral clearance of nevirapine (nonnucleoside reverse
transcriptase inhibitor) following SJW wort coadministration
in five HIV patients

",DDI_00060,11273226
DB01323,St. John's Wort,DB00762,Irinotecan,Y,DDI_00051,DDI_00055,"In an unblinded, randomized crossover study, five cancer
patients were treated with irinotecan (a known substrate for
CYP3A4 employed in the treatment of colorectal cancer) in
the presence and absence of SJW. It was found that the
plasma levels of the active metabolite SN-38 decreased by
42% following SJW cotreatment

",DDI_00057,12189228
DB01323,St. John's Wort,DB00619,Imatinib,Y,DDI_00051,DDI_00055,"Two trials investigated the effect of SJW on the
pharmacokinetics of imatinib—a potent inhibitor of the Bcr-
Abl and c-kit tyrosine kinases that promote tumor cell
proliferation. Imatinib is metabolized mainly by CYP3A4
and transported by P-glycoprotein, both induced by SJW.
Both studies found increased imatinib clearance following SJW administration

",DDI_00057,19859815
DB01323,St. John's Wort,DB00404,Alprazolam,Y,DDI_00051,DDI_00055,"The benzodiazepines alprazolam and midazolam are
used experimentally as probe for CYP3A4 activity because
they are entirely metabolized by intestinal and hepatic
CYP3A4. Consistently, a number of clinical trials have shown
that SJW decreased plasma levels of alprazolam (20) and
midazolam

",DDI_00057,19859815
DB01323,St. John's Wort,DB00683,Midazolam,Y,DDI_00051,DDI_00055,"The benzodiazepines alprazolam and midazolam are
used experimentally as probe for CYP3A4 activity because
they are entirely metabolized by intestinal and hepatic
CYP3A4. Consistently, a number of clinical trials have shown
that SJW decreased plasma levels of alprazolam (20) and
midazolam

",DDI_00057,19859815
DB01323,St. John's Wort,DB00490,Buspirone,Y,DDI_00014,DDI_00014,"A possible serotonin
syndrome after combination of buspirone and SJW has been
reported in a 27-year-old female with symptoms of general-
ized anxiety disorder 

",DDI_00061,12503845
DB01323,St. John's Wort,DB00715,Paroxetine,Y,DDI_00014,DDI_00014,"Case series and case reports have shown that
SJW interacts with 5-HT reuptake inhibitors such as parox-
etine, sertraline, venlafaxine, and nefazodone resulting in
symptoms of a central serotonin syndrome

",DDI_00061,19859815
DB01323,St. John's Wort,DB01104,Sertraline,Y,DDI_00014,DDI_00014,"Case series and case reports have shown that
SJW interacts with 5-HT reuptake inhibitors such as parox-
etine, sertraline, venlafaxine, and nefazodone resulting in
symptoms of a central serotonin syndrome",DDI_00061,19859815
DB01323,St. John's Wort,DB00285,Venlafaxine,Y,DDI_00014,DDI_00014,"Case series and case reports have shown that
SJW interacts with 5-HT reuptake inhibitors such as parox-
etine, sertraline, venlafaxine, and nefazodone resulting in
symptoms of a central serotonin syndrome",DDI_00061,19859815
DB01323,St. John's Wort,DB01149,Nefazodone,Y,DDI_00014,DDI_00014,"Case series and case reports have shown that
SJW interacts with 5-HT reuptake inhibitors such as parox-
etine, sertraline, venlafaxine, and nefazodone resulting in
symptoms of a central serotonin syndrome",DDI_00061,19859815
